"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-20 ~ 2024-09-19"
"실거래구분 : 아파트(매매)"
"주소구분 : 도로명주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"136","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202408","24","40,500","-","4","개인","개인","1998","세월천로 16","-","중개거래","인천 남동구, 인천 부평구","-"
"137","인천광역시 부평구 부평동","773-77","0773","0077","지오","59.7400","202408","24","15,700","-","6","개인","개인","2002","신촌로 48","-","중개거래","인천 부평구","24.09.04"
"138","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","118.1342","202408","24","84,800","-","6","개인","개인","2004","굴포로 158","-","중개거래","인천 부평구","-"
"139","인천광역시 부평구 삼산동","513","0513","0000","서해그랑블","84.9800","202408","24","51,100","-","19","개인","개인","2011","영성동로18번길 20","-","중개거래","인천 부평구","-"
"140","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202408","24","54,500","-","22","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","-"
"141","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202408","24","48,000","-","8","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"142","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202408","24","46,000","-","14","개인","개인","2005","굴포로 105","-","중개거래","서울 은평구, 인천 부평구","-"
"143","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202408","24","34,200","-","7","개인","개인","1993","갈월동로 34","-","중개거래","경기 부천시 원미구, 인천 부평구","-"
"144","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202408","24","43,800","-","4","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","-"
"145","인천광역시 부평구 산곡동","294-35","0294","0035","우성3차(294-35)","135.5500","202408","24","52,700","-","7","개인","개인","1990","부영로 165","-","중개거래","인천 부평구","-"
"146","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","59.9600","202408","24","49,500","-","11","개인","개인","2022","원적로287번길 25","20240903","중개거래","인천 부평구","-"
"147","인천광역시 부평구 십정동","182-95","0182","0095","대주파크빌","84.5030","202408","24","32,500","-","16","개인","개인","2001","마장로 49","-","중개거래","인천 부평구","-"
"148","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202408","24","30,900","-","13","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","-"
"149","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202408","24","28,500","-","3","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","-"
"150","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","59.9600","202408","24","49,900","-","5","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구, 인천 연수구","-"
"151","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202408","24","39,700","-","20","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","-"
"152","인천광역시 부평구 부개동","308-3","0308","0003","부개동동도센트리움","45.2290","202408","24","26,000","-","15","개인","개인","2014","경인로1099번길 39","-","중개거래","인천 부평구","-"
"153","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202408","24","34,800","-","3","개인","개인","1991","부일로113번길 11","-","중개거래","인천 부평구","-"
"154","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202408","24","52,300","-","18","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","-"
"155","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202408","24","32,500","-","4","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","-"
"156","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.9350","202408","24","56,000","-","6","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","-"
"157","인천광역시 부평구 삼산동","40-1","0040","0001","현대","59.9300","202408","24","22,400","-","5","개인","개인","1995","부평북로 407","-","중개거래","인천 부평구","-"
"158","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","101.4800","202408","24","64,400","-","16","개인","개인","2005","수변로 334","-","중개거래","인천 부평구","-"
"159","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.8900","202408","24","63,000","-","12","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"160","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","101.4800","202408","24","67,500","-","9","개인","개인","2005","수변로 334","-","중개거래","인천 부평구","-"
"161","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","84.7200","202408","24","59,800","-","16","개인","개인","1995","부흥로 246","-","중개거래","경기 부천시 원미구, 인천 미추홀구","-"
"162","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202408","24","33,700","-","1","개인","개인","1996","부흥로 246","-","중개거래","인천 부평구","-"
"163","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202408","24","39,000","-","11","개인","개인","1986","경원대로 1269","-","중개거래","인천 부평구","-"
"164","인천광역시 부평구 부평동","495-3","0495","0003","헤르메스아파트A동","49.7400","202408","24","25,000","-","13","개인","개인","2016","부일로 12","-","직거래","-","24.08.27"
"165","인천광역시 부평구 부평동","180-20","0180","0020","메이져뷰","39.8300","202408","24","15,500","-","4","개인","개인","2013","광장로24번길 67","-","중개거래","인천 부평구","-"
"166","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","49.9400","202408","23","22,000","-","7","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","-"
"167","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202408","23","29,000","-","22","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","-"
"168","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202408","23","24,900","-","11","개인","개인","1989","부영로 196","-","중개거래","서울 관악구","-"
"169","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202408","23","44,000","-","22","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"170","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202408","23","54,500","-","14","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","-"
"171","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8430","202408","23","52,850","-","25","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","-"
"172","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9700","202408","23","27,500","-","8","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","-"
"173","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","49.9600","202408","23","25,200","-","9","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","-"
"174","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","101.9500","202408","23","53,700","-","14","개인","개인","1999","원적로 361","20240909","중개거래","인천 부평구","-"
"175","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","101.9500","202408","23","53,700","-","14","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","-"
"176","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.8340","202408","23","71,500","-","11","개인","법인","2010","부일로 69","-","중개거래","서울 금천구","-"
"177","인천광역시 부평구 십정동","607","0607","0000","동암신동아","130.8000","202408","23","46,300","-","1","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"178","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","71.0200","202408","22","26,000","-","8","개인","개인","1990","마장로 121","-","중개거래","인천 부평구","-"
"179","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202408","22","30,500","-","4","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","-"
"180","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","134.8950","202408","22","62,000","-","4","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","-"
"181","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","84.9400","202408","22","36,000","-","8","개인","개인","1989","마장로 121","-","중개거래","인천 부평구","-"
"182","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9700","202408","22","36,500","-","17","개인","개인","1996","길주남로 143","-","중개거래","인천 부평구","-"
"183","인천광역시 부평구 삼산동","553","0553","0000","브라운스톤부평","59.9834","202408","22","50,000","-","9","개인","개인","2023","후정로 8","-","중개거래","인천 부평구","-"
"184","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","84.8700","202408","22","55,500","-","8","개인","개인","1986","부평문화로 37","-","중개거래","인천 부평구","-"
"185","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","59.9376","202408","22","37,000","-","7","개인","개인","2021","상정로 41","-","중개거래","인천 부평구","-"
"186","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","46.3100","202408","21","22,800","-","5","개인","개인","2005","이규보로61번길 21","-","중개거래","인천 부평구","-"
"187","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","101.1500","202408","21","64,000","-","13","개인","개인","2005","수변로 334","-","중개거래","경기 부천시 원미구, 인천 부평구","-"
"188","인천광역시 부평구 부개동","477-1","0477","0001","대동","46.1450","202408","21","28,500","-","3","개인","개인","1989","길주로 640","-","중개거래","인천 부평구","-"
"189","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","84.7200","202408","21","50,000","-","18","개인","개인","1995","부흥로 246","-","중개거래","인천 부평구","-"
"190","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","98.9100","202408","21","44,800","-","4","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","-"
"191","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","84.9588","202408","21","57,700","-","12","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","-"
"192","인천광역시 부평구 부평동","377-37","0377","0037","카리스뷰(2차)","40.0400","202408","21","17,200","-","11","개인","개인","2015","장제로 163","-","중개거래","인천 부평구","-"
"193","인천광역시 부평구 십정동","186-7","0186","0007","한국","60.0000","202408","20","21,400","-","5","개인","개인","1998","이규보로95번길 24","-","중개거래","인천 부평구","-"
"194","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9700","202408","20","27,000","-","14","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","-"
"195","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202408","20","20,900","-","19","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","-"
"196","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202408","20","68,500","-","15","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","-"
"197","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202408","20","27,700","-","1","개인","개인","2000","영성중로 57","-","중개거래","인천 부평구","-"
"198","인천광역시 부평구 부평동","70-78","0070","0078","창보","84.9800","202408","20","32,000","-","12","개인","개인","1999","부영로166번길 16","-","중개거래","인천 부평구","-"
"199","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202408","20","28,000","-","1","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","-"
"200","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202408","20","28,000","-","1","개인","개인","1989","부영로 196","20240831","중개거래","인천 부평구","-"
"201","인천광역시 부평구 부평동","962","0962","0000","부평SKVIEW해모로","51.9980","202408","20","51,000","-","16","개인","개인","2023","동수천로 71","-","중개거래","인천 부평구","-"
"202","인천광역시 부평구 갈산동","179-1","0179","0001","한국","84.9900","202408","20","37,000","-","14","개인","개인","1998","부평대로278번길 42","-","중개거래","인천 부평구","-"
"203","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9800","202408","20","22,000","108","7","개인","개인","1995","항동로75번길 11","-","중개거래","인천 부평구","24.08.23"
"204","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","84.9770","202408","20","36,000","-","13","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","-"
"205","인천광역시 부평구 산곡동","179-92","0179","0092","현대(179-92)","84.9400","202408","20","31,800","-","20","개인","개인","1999","원적로269번길 15","-","중개거래","인천 부평구","-"
"206","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202408","19","42,000","-","12","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","-"
"207","인천광역시 부평구 청천동","390-5","0390","0005","무지개","59.9200","202408","19","17,800","2","16","개인","개인","1993","부평북로 123","-","중개거래","인천 부평구","24.09.11"
"208","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","73.9600","202408","19","27,400","-","7","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","-"
"209","인천광역시 부평구 산곡동","294-35","0294","0035","우성3차(294-35)","72.9400","202408","19","22,000","-","1","개인","개인","1990","부영로 165","-","중개거래","인천 부평구","-"
"210","인천광역시 부평구 부평동","415-7","0415","0007","SC제일행복해아파트","44.5500","202408","19","16,500","-","8","개인","개인","2016","주부토로 52","-","중개거래","인천 부평구","-"
